TYPE;CODE;LIB;extension;cma_niv;cma;cmas;cmas_nt;code_imprecis;interdits_en_DP;interdits_en_DR;requerant_un_DR;ssrFP;ssrMP;ssrAE;ssrDAS;ssrZ_CMC;pmsi;MAJ;auteur_MAJ;remarque1;_009_EXT__LIB__finvalid__doublon
D;A060;ysenterie amibienne (aiguë);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A061;mibiase intestinale chronique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A062;olite amibienne non dysentérique;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A063;moebome (de l'intestin);0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A064;bcès amibien du foie;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A065;bcès amibien du poumon (J99.8*);0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A066;bcès amibien du cerveau (G07*);0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A067;mibiase cutanée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A068;utres localisations d'une infection amibienne;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A069;mibiase, sans précision;0;;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;A070;alantidiose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A071;iardiase [lambliase];0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A072;ryptosporidiose;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A073;nfection à Isospora;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A078;utres maladies intestinales précisées, à protozoaires;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A079;aladie intestinale à protozoaires, sans précision;0;2;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;A080;ntérite à rotavirus;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A081;astro-entéropathie (aiguë) à l'agent de Norwalk;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A082;ntérite à adénovirus;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A083;utres entérites virales;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A084;nfections intestinales virales, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A085;utres infections intestinales précisées;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A09;tres gastroentérites et colites d'origine infectieuse et non précisée;0;;0;0;0;0;0;0;0;N;N;N;N;;O;25/6/09;JF;"20/03/09 finvalid 28/02/09 car ext (code pere);";"LIB; FINvalid (pere)"
D;A090;astroentérites et colites d’origine infectieuse, autres et non précisées;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;;19/03/09 : extension 2009;EXT
D;A099;astroentérites et colites d’origine non précisée;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;;19/03/09 : extension 2009;EXT
D;A150;uberculose pulmonaire, confirmée par examen microscopique de l'expectoration, avec ou sans culture;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A151;uberculose pulmonaire, confirmée par culture seulement;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A152;uberculose pulmonaire, avec confirmation histologique;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A153;uberculose pulmonaire, avec confirmation, moyen non précisé;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A154;uberculose des ganglions intrathoraciques, avec confirmation bactériologique et histologique;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A155;uberculose du larynx, de la trachée et des bronches, avec confirmation bactériologique et histologique;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A156;leurésie tuberculeuse, avec confirmation bactériologique et histologique;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A157;rimo-infection tuberculeuse de l'appareil respiratoire, avec confirmation bactériologique et histologique;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A158;utres formes de tuberculose de l'appareil respiratoire, avec confirmation bactériologique et histologique;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A159;uberculose de l'appareil respiratoire sans précision, avec confirmation bactériologique et histologique;0;;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A160;uberculose pulmonaire, avec examens bactériologique et histologique négatifs;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A161;uberculose pulmonaire, sans examen bactériologique et histologique;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A162;uberculose pulmonaire, (sans mention de confirmation bactériologique ou histologique);0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A163;uberculose des ganglions intrathoraciques, (sans mention de confirmation bactériologique ou histologique);0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A164;uberculose du larynx, de la trachée et des bronches, (sans mention de confirmation bactériologique ou histologique);0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A165;leurésie tuberculeuse, (sans mention de confirmation bactériologique ou histologique);0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A167;rimo-infection tuberculeuse de l'appareil respiratoire, (sans mention de confirmation bactériologique ou histologique);0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A168;utres formes de tuberculose de l'appareil respiratoire, (sans mention de confirmation bactériologique ou histologique);0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A169;uberculose de l'appareil respiratoire sans précision, (sans mention de confirmation bactériologique ou histologique);0;2;1;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;A170;éningite tuberculeuse (G01*);0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A171;uberculome méningé (G07*);0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A178;utres formes de tuberculose du système nerveux;0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A179;uberculose du système nerveux, sans précision (G99.8*);0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A180;uberculose des os et des articulations;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A181;uberculose de l'appareil génito-urinaire;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A182;dénopathie tuberculeuse périphérique;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A183;uberculose de l'intestin, du péritoine et des ganglions mésentériques;0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A184;uberculose de la peau et du tissu cellulaire sous-cutané;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A185;uberculose de l'oeil;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A186;uberculose de l'oreille;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A187;uberculose des surrénales (E35.1*);0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A188;uberculose d'autres organes précisés;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A190;uberculose miliaire aiguë, localisation unique et précisée;0;4;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A191;uberculose miliaire aiguë, sièges multiples;0;4;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A192;uberculose miliaire aiguë, sans précision;0;4;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A198;utres tuberculoses miliaires;0;4;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A199;uberculose miliaire, sans précision;0;4;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A200;este bubonique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A201;este cutanée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A202;este pulmonaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A203;este méningée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A207;este septicémique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A208;utres formes de peste;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A209;este, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A210;ularémie ulcéro-glandulaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A211;ularémie oculo-glandulaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A212;ularémie pulmonaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A213;ularémie gastro-intestinale;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A217;ularémie généralisée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A218;utres formes de tularémie;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A219;ularémie, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A220;harbon cutané;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A221;harbon pulmonaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A222;harbon gastro-intestinal;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A227;epticémie charbonneuse;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A228;utres formes de charbon;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A229;harbon, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A230;rucellose à Brucella melitensis;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A231;rucellose à Brucella abortus;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A232;rucellose à Brucella suis;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A233;rucellose à Brucella canis;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A238;utres brucelloses;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A239;rucellose, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A240;orve;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A241;élioïdose aiguë et galopante;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A242;élioïdose subaiguë et chronique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A243;utres mélioïdoses;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A244;élioïdose, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A250;pirillose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A251;treptobacillose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A259;ièvre causée par morsure de rat, sans précision;0;2;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;A260;rysipéloïde cutanée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A267;epticémie à Erysipelothrix;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A268;utres formes d'érysipéloïde;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A269;rysipéloïde, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A270;eptospirose ictéro-hémorragique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A278;utres formes de leptospirose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A279;eptospirose, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A280;asteurellose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A281;aladie des griffes du chat;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A282;ersiniose extra-intestinale;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A288;utres anthropozoonoses bactériennes précisées, non classées ailleurs;0;;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A289;nthropozoonose bactérienne, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A300;èpre indéterminée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A301;èpre tuberculoïde;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A302;èpre tuberculoïde de type intermédiaire atypique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A303;èpre de type intermédiaire atypique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A304;èpre lépromateuse de type intermédiaire atypique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A305;èpre lépromateuse;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A308;utres formes de lèpre;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A309;èpre, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A310;nfection pulmonaire à mycobacties atypiques;0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A311;nfection cutanée à mycobacteries atypiques;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A318;utres infections à mycobacteries atypiques;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A319;nfection à mycobacteries atypiques, sans précision;0;3;0;0;0;1;1;1;0;;;;;;O;25/6/09;JF;09/02/07: dpimp dpint;
D;A320;istériose cutanée;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A321;éningite et méningo-encéphalite listériennes;0;4;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A327;epticémie listérienne;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A328;utres formes de listériose;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A329;istériose, sans précision;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A33;tanos néonatal;0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;cma (pb espace);
D;A34;tanos obstétrical;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A35;tres formes de tétanos;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A360;iphtérie pharyngée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A361;iphtérie rhinopharyngée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A362;iphtérie laryngée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A363;iphtérie cutanée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A368;utres formes de diphtérie;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A369;iphtérie, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A370;oqueluche à Bordetella pertussis;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A371;oqueluche à Bordetella parapertussis;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A378;oqueluche due à d'autres espèces de Bordetella;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A379;oqueluche, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A38;arlatine;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A390;éningite à méningocoques (G01*);0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A391;yndrome de Waterhouse-Friderichsen (E35.1*);0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A392;éningococcémie aiguë;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A393;éningococcémie chronique;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A394;éningococcémie, sans précision;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A395;ardite à méningocoques;0;2;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A398;utres infections à méningocoques;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A399;nfection méningococcique, sans précision;0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A400;epticémie à streptocoques, groupe A;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A401;epticémie à streptocoques, groupe B;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A402;epticémie à streptocoques, groupe D;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A403;epticémie à Streptococcus pneumoniae;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A408;utres septicémies à streptocoques;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A409;epticémie à streptocoques, sans précision;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A410;epticémie à staphylocoques dorés;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A411;epticémie à d'autres staphylocoques précisés;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A412;epticémie à staphylocoques non précisés;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A413;epticémie à Haemophilus influenzae;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A414;epticémie à micro-organismes anaérobies;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A415;epticémie à d'autres micro-organismes Gram négatif;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A418;utres septicémies précisées;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A419;epticémie, sans précision;0;3;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A420;ctinomycose pulmonaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A421;ctinomycose abdominale;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A422;ctinomycose cervico-faciale;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A427;epticémie actinomycosique;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A428;utres formes d'actinomycose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A429;ctinomycose, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A430;ocardiose pulmonaire;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A431;ocardiose cutanée;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A438;utres formes de nocardiose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A439;ocardiose, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A440;artonellose généralisée;0;4;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A441;artonellose cutanée et cutanéo-muqueuse;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A448;utres formes de bartonellose;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A449;artonellose, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A46;ysipèle;0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A480;angrène gazeuse;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A481;aladie des légionnaires (pulmonaire);0;3;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A482;aladie des légionnaires, sans signes pulmonaires [fièvre de Pontiac];0;3;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A483;yndrome du choc toxique;0;4;1;1;1;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A484;ièvre purpurique du Brésil;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A488;utres maladies bactériennes précisées;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A490;nfection à staphylocoques, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"04/05/09 ote fin valid + dpdr int (reunion sim); 26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A491;nfection à streptocoques, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"04/05/09 ote fin valid + dpdr int (reunion sim); 26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A492;nfection à Haemophilus influenzae, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"04/05/09 ote fin valid + dpdr int (reunion sim); 26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A493;nfection à Mycoplasma, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"04/05/09 ote fin valid + dpdr int (reunion sim); 26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A498;utres infections bactériennes, siège non précisé;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"04/05/09 ote fin valid + dpdr int (reunion sim); 26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A499;nfection bactérienne, sans précision;0;;0;0;0;1;1;1;0;N;N;N;O;;O;25/6/09;JF;"26/07/07 finvalid; ; 09/02/07: dpimp dpint";
D;A500;yphilis congénitale précoce, symptomatique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A501;yphilis congénitale précoce, latente;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A502;yphilis congénitale précoce, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A503;culopathie syphilitique congénitale tardive;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A504;yphilis congénitale nerveuse tardive [neuro-syphilis juvénile];0;2;1;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A505;utres formes tardives de syphilis congénitale, symptomatique;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A506;yphilis congénitale tardive, latente;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A507;yphilis congénitale tardive, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
D;A509;yphilis congénitale, sans précision;0;2;0;0;0;0;0;0;0;;;;;;O;25/6/09;JF;;
